Pays,nom_standard,nom_sans_accent,nom_standard_majuscule,dep_code
France,L'Abergement-Clémenciat,l-abergement-clemenciat,L'ABERGEMENT-CLÉMENCIAT,01
France,L'Abergement-de-Varey,l-abergement-de-varey,L'ABERGEMENT-DE-VAREY,01
France,Ambérieu-en-Bugey,amberieu-en-bugey,AMBÉRIEU-EN-BUGEY,01
France,Ambérieux-en-Dombes,amberieux-en-dombes,AMBÉRIEUX-EN-DOMBES,01
France,Ambléon,ambleon,AMBLÉON,01
France,Ambronay,ambronay,AMBRONAY,01
France,Ambutrix,ambutrix,AMBUTRIX,01
France,Andert-et-Condon,andert-et-condon,ANDERT-ET-CONDON,01
France,Anglefort,anglefort,ANGLEFORT,01
France,Apremont,apremont,APREMONT,01
France,Aranc,aranc,ARANC,01
France,Arandas,arandas,ARANDAS,01
France,Arbent,arbent,ARBENT,01
France,Arboys en Bugey,arboys-en-bugey,ARBOYS EN BUGEY,01
France,Arbigny,arbigny,ARBIGNY,01
France,Argis,argis,ARGIS,01
France,Armix,armix,ARMIX,01
France,Ars-sur-Formans,ars-sur-formans,ARS-SUR-FORMANS,01
France,Artemare,artemare,ARTEMARE,01
France,Asnières-sur-Saône,asnieres-sur-saone,ASNIÈRES-SUR-SAÔNE,01
France,Attignat,attignat,ATTIGNAT,01
France,Bâgé-Dommartin,bage-dommartin,BÂGÉ-DOMMARTIN,01
France,Bâgé-le-Châtel,bage-le-chatel,BÂGÉ-LE-CHÂTEL,01
France,Balan,balan,BALAN,01
France,Baneins,baneins,BANEINS,01
France,Beaupont,beaupont,BEAUPONT,01
France,Beauregard,beauregard,BEAUREGARD,01
France,Bellignat,bellignat,BELLIGNAT,01
France,Béligneux,beligneux,BÉLIGNEUX,01
France,Valserhône,valserhone,VALSERHÔNE,01
France,Belley,belley,BELLEY,01
France,Belleydoux,belleydoux,BELLEYDOUX,01
France,Valromey-sur-Séran,valromey-sur-seran,VALROMEY-SUR-SÉRAN,01
France,Bénonces,benonces,BÉNONCES,01
France,Bény,beny,BÉNY,01
France,Béréziat,bereziat,BÉRÉZIAT,01
France,Bettant,bettant,BETTANT,01
France,Bey,bey,BEY,01
France,Beynost,beynost,BEYNOST,01
France,Billiat,billiat,BILLIAT,01
France,Birieux,birieux,BIRIEUX,01
France,Biziat,biziat,BIZIAT,01
France,Blyes,blyes,BLYES,01
France,La Boisse,la-boisse,LA BOISSE,01
France,Boissey,boissey,BOISSEY,01
France,Bolozon,bolozon,BOLOZON,01
France,Bouligneux,bouligneux,BOULIGNEUX,01
France,Bourg-en-Bresse,bourg-en-bresse,BOURG-EN-BRESSE,01
France,Bourg-Saint-Christophe,bourg-saint-christophe,BOURG-SAINT-CHRISTOPHE,01
France,Boyeux-Saint-Jérôme,boyeux-saint-jerome,BOYEUX-SAINT-JÉRÔME,01
France,Boz,boz,BOZ,01
France,Brégnier-Cordon,bregnier-cordon,BRÉGNIER-CORDON,01
France,Brénod,brenod,BRÉNOD,01
France,Brens,brens,BRENS,01
France,Bressolles,bressolles,BRESSOLLES,01
France,Brion,brion,BRION,01
France,Briord,briord,BRIORD,01
France,Buellas,buellas,BUELLAS,01
France,La Burbanche,la-burbanche,LA BURBANCHE,01
France,Ceignes,ceignes,CEIGNES,01
France,Cerdon,cerdon,CERDON,01
France,Certines,certines,CERTINES,01
France,Cessy,cessy,CESSY,01
France,Ceyzériat,ceyzeriat,CEYZÉRIAT,01
France,Ceyzérieu,ceyzerieu,CEYZÉRIEU,01
France,Chalamont,chalamont,CHALAMONT,01
France,Chaleins,chaleins,CHALEINS,01
France,Chaley,chaley,CHALEY,01
France,Challes-la-Montagne,challes-la-montagne,CHALLES-LA-MONTAGNE,01
France,Challex,challex,CHALLEX,01
France,Champagne-en-Valromey,champagne-en-valromey,CHAMPAGNE-EN-VALROMEY,01
France,Champdor-Corcelles,champdor-corcelles,CHAMPDOR-CORCELLES,01
France,Champfromier,champfromier,CHAMPFROMIER,01
France,Chanay,chanay,CHANAY,01
France,Chaneins,chaneins,CHANEINS,01
France,Chanoz-Châtenay,chanoz-chatenay,CHANOZ-CHÂTENAY,01
France,La Chapelle-du-Châtelard,la-chapelle-du-chatelard,LA CHAPELLE-DU-CHÂTELARD,01
France,Charix,charix,CHARIX,01
France,Charnoz-sur-Ain,charnoz-sur-ain,CHARNOZ-SUR-AIN,01
France,Château-Gaillard,chateau-gaillard,CHÂTEAU-GAILLARD,01
France,Châtenay,chatenay,CHÂTENAY,01
France,Châtillon-la-Palud,chatillon-la-palud,CHÂTILLON-LA-PALUD,01
France,Châtillon-sur-Chalaronne,chatillon-sur-chalaronne,CHÂTILLON-SUR-CHALARONNE,01
France,Chavannes-sur-Reyssouze,chavannes-sur-reyssouze,CHAVANNES-SUR-REYSSOUZE,01
France,Nivigne et Suran,nivigne-et-suran,NIVIGNE ET SURAN,01
France,Chaveyriat,chaveyriat,CHAVEYRIAT,01
France,Chazey-Bons,chazey-bons,CHAZEY-BONS,01
France,Chazey-sur-Ain,chazey-sur-ain,CHAZEY-SUR-AIN,01
France,Cheignieu-la-Balme,cheignieu-la-balme,CHEIGNIEU-LA-BALME,01
France,Chevillard,chevillard,CHEVILLARD,01
France,Chevroux,chevroux,CHEVROUX,01
France,Chevry,chevry,CHEVRY,01
France,Chézery-Forens,chezery-forens,CHÉZERY-FORENS,01
France,Civrieux,civrieux,CIVRIEUX,01
France,Cize,cize,CIZE,01
France,Cleyzieu,cleyzieu,CLEYZIEU,01
France,Coligny,coligny,COLIGNY,01
France,Collonges,collonges,COLLONGES,01
France,Colomieu,colomieu,COLOMIEU,01
France,Conand,conand,CONAND,01
France,Condamine,condamine,CONDAMINE,01
France,Condeissiat,condeissiat,CONDEISSIAT,01
France,Confort,confort,CONFORT,01
France,Confrançon,confrancon,CONFRANÇON,01
France,Contrevoz,contrevoz,CONTREVOZ,01
France,Conzieu,conzieu,CONZIEU,01
France,Corbonod,corbonod,CORBONOD,01
France,Corlier,corlier,CORLIER,01
France,Cormoranche-sur-Saône,cormoranche-sur-saone,CORMORANCHE-SUR-SAÔNE,01
France,Cormoz,cormoz,CORMOZ,01
France,Corveissiat,corveissiat,CORVEISSIAT,01
France,Courmangoux,courmangoux,COURMANGOUX,01
France,Courtes,courtes,COURTES,01
France,Crans,crans,CRANS,01
France,Bresse Vallons,bresse-vallons,BRESSE VALLONS,01
France,Cressin-Rochefort,cressin-rochefort,CRESSIN-ROCHEFORT,01
France,Crottet,crottet,CROTTET,01
France,Crozet,crozet,CROZET,01
France,Cruzilles-lès-Mépillat,cruzilles-les-mepillat,CRUZILLES-LÈS-MÉPILLAT,01
France,Culoz-Béon,culoz-beon,CULOZ-BÉON,01
France,Curciat-Dongalon,curciat-dongalon,CURCIAT-DONGALON,01
France,Curtafond,curtafond,CURTAFOND,01
France,Cuzieu,cuzieu,CUZIEU,01
France,Dagneux,dagneux,DAGNEUX,01
France,Divonne-les-Bains,divonne-les-bains,DIVONNE-LES-BAINS,01
France,Dompierre-sur-Veyle,dompierre-sur-veyle,DOMPIERRE-SUR-VEYLE,01
France,Dompierre-sur-Chalaronne,dompierre-sur-chalaronne,DOMPIERRE-SUR-CHALARONNE,01
France,Domsure,domsure,DOMSURE,01
France,Dortan,dortan,DORTAN,01
France,Douvres,douvres,DOUVRES,01
France,Drom,drom,DROM,01
France,Druillat,druillat,DRUILLAT,01
France,Échallon,echallon,ÉCHALLON,01
France,Échenevex,echenevex,ÉCHENEVEX,01
France,Évosges,evosges,ÉVOSGES,01
France,Faramans,faramans,FARAMANS,01
France,Fareins,fareins,FAREINS,01
France,Farges,farges,FARGES,01
France,Feillens,feillens,FEILLENS,01
France,Ferney-Voltaire,ferney-voltaire,FERNEY-VOLTAIRE,01
France,Flaxieu,flaxieu,FLAXIEU,01
France,Foissiat,foissiat,FOISSIAT,01
France,Francheleins,francheleins,FRANCHELEINS,01
France,Frans,frans,FRANS,01
France,Garnerans,garnerans,GARNERANS,01
France,Genouilleux,genouilleux,GENOUILLEUX,01
France,Béard-Géovreissiat,beard-geovreissiat,BÉARD-GÉOVREISSIAT,01
France,Géovreisset,geovreisset,GÉOVREISSET,01
France,Gex,gex,GEX,01
France,Giron,giron,GIRON,01
France,Gorrevod,gorrevod,GORREVOD,01
France,Grand-Corent,grand-corent,GRAND-CORENT,01
France,Grièges,grieges,GRIÈGES,01
France,Grilly,grilly,GRILLY,01
France,Groissiat,groissiat,GROISSIAT,01
France,Guéreins,guereins,GUÉREINS,01
France,Hautecourt-Romanèche,hautecourt-romaneche,HAUTECOURT-ROMANÈCHE,01
France,Plateau d'Hauteville,plateau-d-hauteville,PLATEAU D'HAUTEVILLE,01
France,Haut Valromey,haut-valromey,HAUT VALROMEY,01
France,Illiat,illiat,ILLIAT,01
France,Injoux-Génissiat,injoux-genissiat,INJOUX-GÉNISSIAT,01
France,Innimond,innimond,INNIMOND,01
France,Izenave,izenave,IZENAVE,01
France,Izernore,izernore,IZERNORE,01
France,Izieu,izieu,IZIEU,01
France,Jassans-Riottier,jassans-riottier,JASSANS-RIOTTIER,01
France,Jasseron,jasseron,JASSERON,01
France,Jayat,jayat,JAYAT,01
France,Journans,journans,JOURNANS,01
France,Joyeux,joyeux,JOYEUX,01
France,Jujurieux,jujurieux,JUJURIEUX,01
France,Labalme,labalme,LABALME,01
France,Lagnieu,lagnieu,LAGNIEU,01
France,Laiz,laiz,LAIZ,01
France,Le Poizat-Lalleyriat,le-poizat-lalleyriat,LE POIZAT-LALLEYRIAT,01
France,Lantenay,lantenay,LANTENAY,01
France,Lapeyrouse,lapeyrouse,LAPEYROUSE,01
France,Lavours,lavours,LAVOURS,01
France,Léaz,leaz,LÉAZ,01
France,Lélex,lelex,LÉLEX,01
France,Lent,lent,LENT,01
France,Lescheroux,lescheroux,LESCHEROUX,01
France,Leyment,leyment,LEYMENT,01
France,Leyssard,leyssard,LEYSSARD,01
France,Surjoux-Lhopital,surjoux-lhopital,SURJOUX-LHOPITAL,01
France,Lhuis,lhuis,LHUIS,01
France,Lompnas,lompnas,LOMPNAS,01
France,Loyettes,loyettes,LOYETTES,01
France,Lurcy,lurcy,LURCY,01
France,Magnieu,magnieu,MAGNIEU,01
France,Maillat,maillat,MAILLAT,01
France,Malafretaz,malafretaz,MALAFRETAZ,01
France,Mantenay-Montlin,mantenay-montlin,MANTENAY-MONTLIN,01
France,Manziat,manziat,MANZIAT,01
France,Marboz,marboz,MARBOZ,01
France,Marchamp,marchamp,MARCHAMP,01
France,Marignieu,marignieu,MARIGNIEU,01
France,Marlieux,marlieux,MARLIEUX,01
France,Marsonnas,marsonnas,MARSONNAS,01
France,Martignat,martignat,MARTIGNAT,01
France,Massieux,massieux,MASSIEUX,01
France,Massignieu-de-Rives,massignieu-de-rives,MASSIGNIEU-DE-RIVES,01
France,Matafelon-Granges,matafelon-granges,MATAFELON-GRANGES,01
France,Meillonnas,meillonnas,MEILLONNAS,01
France,Mérignat,merignat,MÉRIGNAT,01
France,Messimy-sur-Saône,messimy-sur-saone,MESSIMY-SUR-SAÔNE,01
France,Meximieux,meximieux,MEXIMIEUX,01
France,Bohas-Meyriat-Rignat,bohas-meyriat-rignat,BOHAS-MEYRIAT-RIGNAT,01
France,Mézériat,mezeriat,MÉZÉRIAT,01
France,Mijoux,mijoux,MIJOUX,01
France,Mionnay,mionnay,MIONNAY,01
France,Miribel,miribel,MIRIBEL,01
France,Misérieux,miserieux,MISÉRIEUX,01
France,Mogneneins,mogneneins,MOGNENEINS,01
France,Montagnat,montagnat,MONTAGNAT,01
France,Montagnieu,montagnieu,MONTAGNIEU,01
France,Montanges,montanges,MONTANGES,01
France,Montceaux,montceaux,MONTCEAUX,01
France,Montcet,montcet,MONTCET,01
France,Le Montellier,le-montellier,LE MONTELLIER,01
France,Monthieux,monthieux,MONTHIEUX,01
France,Montluel,montluel,MONTLUEL,01
France,Montmerle-sur-Saône,montmerle-sur-saone,MONTMERLE-SUR-SAÔNE,01
France,Montracol,montracol,MONTRACOL,01
France,Montréal-la-Cluse,montreal-la-cluse,MONTRÉAL-LA-CLUSE,01
France,Montrevel-en-Bresse,montrevel-en-bresse,MONTREVEL-EN-BRESSE,01
France,Nurieux-Volognat,nurieux-volognat,NURIEUX-VOLOGNAT,01
France,Murs-et-Gélignieux,murs-et-gelignieux,MURS-ET-GÉLIGNIEUX,01
France,Nantua,nantua,NANTUA,01
France,Neuville-les-Dames,neuville-les-dames,NEUVILLE-LES-DAMES,01
France,Neuville-sur-Ain,neuville-sur-ain,NEUVILLE-SUR-AIN,01
France,Les Neyrolles,les-neyrolles,LES NEYROLLES,01
France,Neyron,neyron,NEYRON,01
France,Niévroz,nievroz,NIÉVROZ,01
France,Nivollet-Montgriffon,nivollet-montgriffon,NIVOLLET-MONTGRIFFON,01
France,Oncieu,oncieu,ONCIEU,01
France,Ordonnaz,ordonnaz,ORDONNAZ,01
France,Ornex,ornex,ORNEX,01
France,Outriaz,outriaz,OUTRIAZ,01
France,Oyonnax,oyonnax,OYONNAX,01
France,Ozan,ozan,OZAN,01
France,Parcieux,parcieux,PARCIEUX,01
France,Parves et Nattages,parves-et-nattages,PARVES ET NATTAGES,01
France,Péron,peron,PÉRON,01
France,Péronnas,peronnas,PÉRONNAS,01
France,Pérouges,perouges,PÉROUGES,01
France,Perrex,perrex,PERREX,01
France,Peyriat,peyriat,PEYRIAT,01
France,Peyrieu,peyrieu,PEYRIEU,01
France,Peyzieux-sur-Saône,peyzieux-sur-saone,PEYZIEUX-SUR-SAÔNE,01
France,Pirajoux,pirajoux,PIRAJOUX,01
France,Pizay,pizay,PIZAY,01
France,Plagne,plagne,PLAGNE,01
France,Le Plantay,le-plantay,LE PLANTAY,01
France,Polliat,polliat,POLLIAT,01
France,Pollieu,pollieu,POLLIEU,01
France,Poncin,poncin,PONCIN,01
France,Pont-d'Ain,pont-d-ain,PONT-D'AIN,01
France,Pont-de-Vaux,pont-de-vaux,PONT-DE-VAUX,01
France,Pont-de-Veyle,pont-de-veyle,PONT-DE-VEYLE,01
France,Port,port,PORT,01
France,Pougny,pougny,POUGNY,01
France,Pouillat,pouillat,POUILLAT,01
France,Prémeyzel,premeyzel,PRÉMEYZEL,01
France,Prémillieu,premillieu,PRÉMILLIEU,01
France,Prévessin-Moëns,prevessin-moens,PRÉVESSIN-MOËNS,01
France,Priay,priay,PRIAY,01
France,Ramasse,ramasse,RAMASSE,01
France,Rancé,rance,RANCÉ,01
France,Relevant,relevant,RELEVANT,01
France,Replonges,replonges,REPLONGES,01
France,Revonnas,revonnas,REVONNAS,01
France,Reyrieux,reyrieux,REYRIEUX,01
France,Reyssouze,reyssouze,REYSSOUZE,01
France,Rignieux-le-Franc,rignieux-le-franc,RIGNIEUX-LE-FRANC,01
France,Romans,romans,ROMANS,01
France,Rossillon,rossillon,ROSSILLON,01
France,Ruffieu,ruffieu,RUFFIEU,01
France,Saint-Alban,saint-alban,SAINT-ALBAN,01
France,Saint-André-de-Bâgé,saint-andre-de-bage,SAINT-ANDRÉ-DE-BÂGÉ,01
France,Saint-André-de-Corcy,saint-andre-de-corcy,SAINT-ANDRÉ-DE-CORCY,01
France,Saint-André-d'Huiriat,saint-andre-d-huiriat,SAINT-ANDRÉ-D'HUIRIAT,01
France,Saint-André-le-Bouchoux,saint-andre-le-bouchoux,SAINT-ANDRÉ-LE-BOUCHOUX,01
France,Saint-André-sur-Vieux-Jonc,saint-andre-sur-vieux-jonc,SAINT-ANDRÉ-SUR-VIEUX-JONC,01
France,Saint-Bénigne,saint-benigne,SAINT-BÉNIGNE,01
France,Groslée-Saint-Benoit,groslee-saint-benoit,GROSLÉE-SAINT-BENOIT,01
France,Saint-Bernard,saint-bernard,SAINT-BERNARD,01
France,Sainte-Croix,sainte-croix,SAINTE-CROIX,01
France,Saint-Cyr-sur-Menthon,saint-cyr-sur-menthon,SAINT-CYR-SUR-MENTHON,01
France,Saint-Denis-lès-Bourg,saint-denis-les-bourg,SAINT-DENIS-LÈS-BOURG,01
France,Saint-Denis-en-Bugey,saint-denis-en-bugey,SAINT-DENIS-EN-BUGEY,01
France,Saint-Didier-d'Aussiat,saint-didier-d-aussiat,SAINT-DIDIER-D'AUSSIAT,01
France,Saint-Didier-de-Formans,saint-didier-de-formans,SAINT-DIDIER-DE-FORMANS,01
France,Saint-Didier-sur-Chalaronne,saint-didier-sur-chalaronne,SAINT-DIDIER-SUR-CHALARONNE,01
France,Saint-Éloi,saint-eloi,SAINT-ÉLOI,01
France,Saint-Étienne-du-Bois,saint-etienne-du-bois,SAINT-ÉTIENNE-DU-BOIS,01
France,Saint-Étienne-sur-Chalaronne,saint-etienne-sur-chalaronne,SAINT-ÉTIENNE-SUR-CHALARONNE,01
France,Saint-Étienne-sur-Reyssouze,saint-etienne-sur-reyssouze,SAINT-ÉTIENNE-SUR-REYSSOUZE,01
France,Sainte-Euphémie,sainte-euphemie,SAINTE-EUPHÉMIE,01
France,Saint-Genis-Pouilly,saint-genis-pouilly,SAINT-GENIS-POUILLY,01
France,Saint-Genis-sur-Menthon,saint-genis-sur-menthon,SAINT-GENIS-SUR-MENTHON,01
France,Saint-Georges-sur-Renon,saint-georges-sur-renon,SAINT-GEORGES-SUR-RENON,01
France,Saint-Germain-de-Joux,saint-germain-de-joux,SAINT-GERMAIN-DE-JOUX,01
France,Saint-Germain-les-Paroisses,saint-germain-les-paroisses,SAINT-GERMAIN-LES-PAROISSES,01
France,Saint-Germain-sur-Renon,saint-germain-sur-renon,SAINT-GERMAIN-SUR-RENON,01
France,Saint-Jean-de-Gonville,saint-jean-de-gonville,SAINT-JEAN-DE-GONVILLE,01
France,Saint-Jean-de-Niost,saint-jean-de-niost,SAINT-JEAN-DE-NIOST,01
France,Saint-Jean-de-Thurigneux,saint-jean-de-thurigneux,SAINT-JEAN-DE-THURIGNEUX,01
France,Saint-Jean-le-Vieux,saint-jean-le-vieux,SAINT-JEAN-LE-VIEUX,01
France,Saint-Jean-sur-Reyssouze,saint-jean-sur-reyssouze,SAINT-JEAN-SUR-REYSSOUZE,01
France,Saint-Jean-sur-Veyle,saint-jean-sur-veyle,SAINT-JEAN-SUR-VEYLE,01
France,Sainte-Julie,sainte-julie,SAINTE-JULIE,01
France,Saint-Julien-sur-Reyssouze,saint-julien-sur-reyssouze,SAINT-JULIEN-SUR-REYSSOUZE,01
France,Saint-Julien-sur-Veyle,saint-julien-sur-veyle,SAINT-JULIEN-SUR-VEYLE,01
France,Saint-Just,saint-just,SAINT-JUST,01
France,Saint-Laurent-sur-Saône,saint-laurent-sur-saone,SAINT-LAURENT-SUR-SAÔNE,01
France,Saint-Marcel,saint-marcel,SAINT-MARCEL,01
France,Saint-Martin-de-Bavel,saint-martin-de-bavel,SAINT-MARTIN-DE-BAVEL,01
France,Saint-Martin-du-Frêne,saint-martin-du-frene,SAINT-MARTIN-DU-FRÊNE,01
France,Saint-Martin-du-Mont,saint-martin-du-mont,SAINT-MARTIN-DU-MONT,01
France,Saint-Martin-le-Châtel,saint-martin-le-chatel,SAINT-MARTIN-LE-CHÂTEL,01
France,Saint-Maurice-de-Beynost,saint-maurice-de-beynost,SAINT-MAURICE-DE-BEYNOST,01
France,Saint-Maurice-de-Gourdans,saint-maurice-de-gourdans,SAINT-MAURICE-DE-GOURDANS,01
France,Saint-Maurice-de-Rémens,saint-maurice-de-remens,SAINT-MAURICE-DE-RÉMENS,01
France,Saint-Nizier-le-Bouchoux,saint-nizier-le-bouchoux,SAINT-NIZIER-LE-BOUCHOUX,01
France,Saint-Nizier-le-Désert,saint-nizier-le-desert,SAINT-NIZIER-LE-DÉSERT,01
France,Sainte-Olive,sainte-olive,SAINTE-OLIVE,01
France,Saint-Paul-de-Varax,saint-paul-de-varax,SAINT-PAUL-DE-VARAX,01
France,Saint-Rambert-en-Bugey,saint-rambert-en-bugey,SAINT-RAMBERT-EN-BUGEY,01
France,Saint-Rémy,saint-remy,SAINT-RÉMY,01
France,Saint-Sorlin-en-Bugey,saint-sorlin-en-bugey,SAINT-SORLIN-EN-BUGEY,01
France,Saint-Sulpice,saint-sulpice,SAINT-SULPICE,01
France,Saint-Trivier-de-Courtes,saint-trivier-de-courtes,SAINT-TRIVIER-DE-COURTES,01
France,Saint-Trivier-sur-Moignans,saint-trivier-sur-moignans,SAINT-TRIVIER-SUR-MOIGNANS,01
France,Saint-Vulbas,saint-vulbas,SAINT-VULBAS,01
France,Salavre,salavre,SALAVRE,01
France,Samognat,samognat,SAMOGNAT,01
France,Sandrans,sandrans,SANDRANS,01
France,Sault-Brénaz,sault-brenaz,SAULT-BRÉNAZ,01
France,Sauverny,sauverny,SAUVERNY,01
France,Savigneux,savigneux,SAVIGNEUX,01
France,Ségny,segny,SÉGNY,01
France,Seillonnaz,seillonnaz,SEILLONNAZ,01
France,Sergy,sergy,SERGY,01
France,Sermoyer,sermoyer,SERMOYER,01
France,Serrières-de-Briord,serrieres-de-briord,SERRIÈRES-DE-BRIORD,01
France,Serrières-sur-Ain,serrieres-sur-ain,SERRIÈRES-SUR-AIN,01
France,Servas,servas,SERVAS,01
France,Servignat,servignat,SERVIGNAT,01
France,Seyssel,seyssel,SEYSSEL,01
France,Simandre-sur-Suran,simandre-sur-suran,SIMANDRE-SUR-SURAN,01
France,Sonthonnax-la-Montagne,sonthonnax-la-montagne,SONTHONNAX-LA-MONTAGNE,01
France,Souclin,souclin,SOUCLIN,01
France,Sulignat,sulignat,SULIGNAT,01
France,Talissieu,talissieu,TALISSIEU,01
France,Tenay,tenay,TENAY,01
France,Thil,thil,THIL,01
France,Thoiry,thoiry,THOIRY,01
France,Thoissey,thoissey,THOISSEY,01
France,Torcieu,torcieu,TORCIEU,01
France,Tossiat,tossiat,TOSSIAT,01
France,Toussieux,toussieux,TOUSSIEUX,01
France,Tramoyes,tramoyes,TRAMOYES,01
France,La Tranclière,la-trancliere,LA TRANCLIÈRE,01
France,Val-Revermont,val-revermont,VAL-REVERMONT,01
France,Trévoux,trevoux,TRÉVOUX,01
France,Valeins,valeins,VALEINS,01
France,Vandeins,vandeins,VANDEINS,01
France,Varambon,varambon,VARAMBON,01
France,Vaux-en-Bugey,vaux-en-bugey,VAUX-EN-BUGEY,01
France,Verjon,verjon,VERJON,01
France,Vernoux,vernoux,VERNOUX,01
France,Versailleux,versailleux,VERSAILLEUX,01
France,Versonnex,versonnex,VERSONNEX,01
France,Vesancy,vesancy,VESANCY,01
France,Vescours,vescours,VESCOURS,01
France,Vésines,vesines,VÉSINES,01
France,Vieu-d'Izenave,vieu-d-izenave,VIEU-D'IZENAVE,01
France,Villars-les-Dombes,villars-les-dombes,VILLARS-LES-DOMBES,01
France,Villebois,villebois,VILLEBOIS,01
France,Villemotier,villemotier,VILLEMOTIER,01
France,Villeneuve,villeneuve,VILLENEUVE,01
France,Villereversure,villereversure,VILLEREVERSURE,01
France,Villes,villes,VILLES,01
France,Villette-sur-Ain,villette-sur-ain,VILLETTE-SUR-AIN,01
France,Villieu-Loyes-Mollon,villieu-loyes-mollon,VILLIEU-LOYES-MOLLON,01
France,Viriat,viriat,VIRIAT,01
France,Virieu-le-Grand,virieu-le-grand,VIRIEU-LE-GRAND,01
France,Arvière-en-Valromey,arviere-en-valromey,ARVIÈRE-EN-VALROMEY,01
France,Virignin,virignin,VIRIGNIN,01
France,Vongnes,vongnes,VONGNES,01
France,Vonnas,vonnas,VONNAS,01
France,Abbécourt,abbecourt,ABBÉCOURT,02
France,Achery,achery,ACHERY,02
France,Acy,acy,ACY,02
France,Agnicourt-et-Séchelles,agnicourt-et-sechelles,AGNICOURT-ET-SÉCHELLES,02
France,Aguilcourt,aguilcourt,AGUILCOURT,02
France,Aisonville-et-Bernoville,aisonville-et-bernoville,AISONVILLE-ET-BERNOVILLE,02
France,Aizelles,aizelles,AIZELLES,02
France,Aizy-Jouy,aizy-jouy,AIZY-JOUY,02
France,Alaincourt,alaincourt,ALAINCOURT,02
France,Allemant,allemant,ALLEMANT,02
France,Ambleny,ambleny,AMBLENY,02
France,Ambrief,ambrief,AMBRIEF,02
France,Amifontaine,amifontaine,AMIFONTAINE,02
France,Amigny-Rouy,amigny-rouy,AMIGNY-ROUY,02
France,Ancienville,ancienville,ANCIENVILLE,02
France,Andelain,andelain,ANDELAIN,02
France,Anguilcourt-le-Sart,anguilcourt-le-sart,ANGUILCOURT-LE-SART,02
France,Anizy-le-Grand,anizy-le-grand,ANIZY-LE-GRAND,02
France,Annois,annois,ANNOIS,02
France,Any-Martin-Rieux,any-martin-rieux,ANY-MARTIN-RIEUX,02
France,Archon,archon,ARCHON,02
France,Arcy-Sainte-Restitue,arcy-sainte-restitue,ARCY-SAINTE-RESTITUE,02
France,Armentières-sur-Ourcq,armentieres-sur-ourcq,ARMENTIÈRES-SUR-OURCQ,02
France,Arrancy,arrancy,ARRANCY,02
France,Artemps,artemps,ARTEMPS,02
France,Assis-sur-Serre,assis-sur-serre,ASSIS-SUR-SERRE,02
France,Athies-sous-Laon,athies-sous-laon,ATHIES-SOUS-LAON,02
France,Attilly,attilly,ATTILLY,02
France,Aubencheul-aux-Bois,aubencheul-aux-bois,AUBENCHEUL-AUX-BOIS,02
France,Aubenton,aubenton,AUBENTON,02
France,Aubigny-aux-Kaisnes,aubigny-aux-kaisnes,AUBIGNY-AUX-KAISNES,02
France,Aubigny-en-Laonnois,aubigny-en-laonnois,AUBIGNY-EN-LAONNOIS,02
France,Audignicourt,audignicourt,AUDIGNICOURT,02
France,Audigny,audigny,AUDIGNY,02
France,Augy,augy,AUGY,02
France,Aulnois-sous-Laon,aulnois-sous-laon,AULNOIS-SOUS-LAON,02
France,Les Autels,les-autels,LES AUTELS,02
France,Autremencourt,autremencourt,AUTREMENCOURT,02
France,Autreppes,autreppes,AUTREPPES,02
France,Autreville,autreville,AUTREVILLE,02
France,Azy-sur-Marne,azy-sur-marne,AZY-SUR-MARNE,02
France,Bagneux,bagneux,BAGNEUX,02
France,Bancigny,bancigny,BANCIGNY,02
France,Barenton-Bugny,barenton-bugny,BARENTON-BUGNY,02
France,Barenton-Cel,barenton-cel,BARENTON-CEL,02
France,Barenton-sur-Serre,barenton-sur-serre,BARENTON-SUR-SERRE,02
France,Barisis-aux-Bois,barisis-aux-bois,BARISIS-AUX-BOIS,02
France,Barzy-en-Thiérache,barzy-en-thierache,BARZY-EN-THIÉRACHE,02
France,Barzy-sur-Marne,barzy-sur-marne,BARZY-SUR-MARNE,02
France,Bassoles-Aulers,bassoles-aulers,BASSOLES-AULERS,02
France,Vallées en Champagne,vallees-en-champagne,VALLÉES EN CHAMPAGNE,02
France,Bazoches-et-Saint-Thibaut,bazoches-et-saint-thibaut,BAZOCHES-ET-SAINT-THIBAUT,02
France,Beaumé,beaume,BEAUMÉ,02
France,Beaumont-en-Beine,beaumont-en-beine,BEAUMONT-EN-BEINE,02
France,Beaurevoir,beaurevoir,BEAUREVOIR,02
France,Beaurieux,beaurieux,BEAURIEUX,02
France,Beautor,beautor,BEAUTOR,02
France,Beauvois-en-Vermandois,beauvois-en-vermandois,BEAUVOIS-EN-VERMANDOIS,02
France,Becquigny,becquigny,BECQUIGNY,02
France,Belleau,belleau,BELLEAU,02
France,Bellenglise,bellenglise,BELLENGLISE,02
France,Belleu,belleu,BELLEU,02
France,Bellicourt,bellicourt,BELLICOURT,02
France,Benay,benay,BENAY,02
France,Bergues-sur-Sambre,bergues-sur-sambre,BERGUES-SUR-SAMBRE,02
France,Berlancourt,berlancourt,BERLANCOURT,02
France,Berlise,berlise,BERLISE,02
France,Bernot,bernot,BERNOT,02
France,Berny-Rivière,berny-riviere,BERNY-RIVIÈRE,02
France,Berrieux,berrieux,BERRIEUX,02
France,Berry-au-Bac,berry-au-bac,BERRY-AU-BAC,02
