Pays,nom_standard,nom_sans_accent,nom_standard_majuscule,dep_code
Suisse,Andwil (SG),Andwil (SG),ANDWIL (SG),1721
Suisse,Gaiserwald,Gaiserwald,GAISERWALD,1721
Suisse,Gossau (SG),Gossau (SG),GOSSAU (SG),1721
Suisse,Waldkirch,Waldkirch,WALDKIRCH,1721
Suisse,Vaz/Obervaz,Vaz/Obervaz,VAZ/OBERVAZ,1841
Suisse,Lantsch/Lenz,Lantsch/Lenz,LANTSCH/LENZ,1841
Suisse,Schmitten (GR),Schmitten (GR),SCHMITTEN (GR),1841
Suisse,Albula/Alvra,Albula/Alvra,ALBULA/ALVRA,1841
Suisse,Surses,Surses,SURSES,1841
Suisse,Bergün Filisur,Bergun Filisur,BERGÜN FILISUR,1841
Suisse,Brusio,Brusio,BRUSIO,1842
Suisse,Poschiavo,Poschiavo,POSCHIAVO,1842
Suisse,Falera,Falera,FALERA,1850
Suisse,Laax,Laax,LAAX,1850
Suisse,Sagogn,Sagogn,SAGOGN,1850
Suisse,Schluein,Schluein,SCHLUEIN,1850
Suisse,Vals,Vals,VALS,1850
Suisse,Lumnezia,Lumnezia,LUMNEZIA,1850
Suisse,Ilanz/Glion,Ilanz/Glion,ILANZ/GLION,1850
Suisse,Fürstenau,Furstenau,FÜRSTENAU,1851
Suisse,Rothenbrunnen,Rothenbrunnen,ROTHENBRUNNEN,1851
Suisse,Scharans,Scharans,SCHARANS,1851
Suisse,Sils im Domleschg,Sils im Domleschg,SILS IM DOMLESCHG,1851
Suisse,Cazis,Cazis,CAZIS,1851
Suisse,Flerden,Flerden,FLERDEN,1851
Suisse,Masein,Masein,MASEIN,1851
Suisse,Thusis,Thusis,THUSIS,1851
Suisse,Tschappina,Tschappina,TSCHAPPINA,1851
Suisse,Urmein,Urmein,URMEIN,1851
Suisse,Safiental,Safiental,SAFIENTAL,1850
Suisse,Domleschg,Domleschg,DOMLESCHG,1851
Suisse,Avers,Avers,AVERS,1851
Suisse,Sufers,Sufers,SUFERS,1851
Suisse,Andeer,Andeer,ANDEER,1851
Suisse,Rongellen,Rongellen,RONGELLEN,1851
Suisse,Zillis-Reischen,Zillis-Reischen,ZILLIS-REISCHEN,1851
Suisse,Ferrera,Ferrera,FERRERA,1851
Suisse,Rheinwald,Rheinwald,RHEINWALD,1851
Suisse,Muntogna da Schons,Muntogna da Schons,MUNTOGNA DA SCHONS,1851
Suisse,Bonaduz,Bonaduz,BONADUZ,1844
Suisse,Domat/Ems,Domat/Ems,DOMAT/EMS,1844
Suisse,Rhäzüns,Rhazuns,RHÄZÜNS,1844
Suisse,Felsberg,Felsberg,FELSBERG,1844
Suisse,Flims,Flims,FLIMS,1844
Suisse,Tamins,Tamins,TAMINS,1844
Suisse,Trin,Trin,TRIN,1844
Suisse,Zernez,Zernez,ZERNEZ,1843
Suisse,Samnaun,Samnaun,SAMNAUN,1843
Suisse,Scuol,Scuol,SCUOL,1843
Suisse,Valsot,Valsot,VALSOT,1843
Suisse,Bever,Bever,BEVER,1846
Suisse,Celerina/Schlarigna,Celerina/Schlarigna,CELERINA/SCHLARIGNA,1846
Suisse,Madulain,Madulain,MADULAIN,1846
Suisse,Pontresina,Pontresina,PONTRESINA,1846
Suisse,La Punt Chamues-ch,La Punt Chamues-ch,LA PUNT CHAMUES-CH,1846
Suisse,Samedan,Samedan,SAMEDAN,1846
Suisse,St. Moritz,St. Moritz,ST. MORITZ,1846
Suisse,S-chanf,S-chanf,S-CHANF,1846
Suisse,Sils im Engadin/Segl,Sils im Engadin/Segl,SILS IM ENGADIN/SEGL,1846
Suisse,Silvaplana,Silvaplana,SILVAPLANA,1846
Suisse,Zuoz,Zuoz,ZUOZ,1846
Suisse,Bregaglia,Bregaglia,BREGAGLIA,1846
Suisse,Buseno,Buseno,BUSENO,1847
Suisse,Castaneda,Castaneda,CASTANEDA,1847
Suisse,Rossa,Rossa,ROSSA,1847
Suisse,Santa Maria in Calanca,Santa Maria in Calanca,SANTA MARIA IN CALANCA,1847
Suisse,Lostallo,Lostallo,LOSTALLO,1847
Suisse,Mesocco,Mesocco,MESOCCO,1847
Suisse,Soazza,Soazza,SOAZZA,1847
Suisse,Cama,Cama,CAMA,1847
Suisse,Grono,Grono,GRONO,1847
Suisse,Roveredo (GR),Roveredo (GR),ROVEREDO (GR),1847
Suisse,San Vittore,San Vittore,SAN VITTORE,1847
Suisse,Calanca,Calanca,CALANCA,1847
Suisse,Val Müstair,Val Mustair,VAL MÜSTAIR,1843
Suisse,Davos,Davos,DAVOS,1849
Suisse,Fideris,Fideris,FIDERIS,1849
Suisse,Furna,Furna,FURNA,1849
Suisse,Jenaz,Jenaz,JENAZ,1849
Suisse,Klosters,Klosters,KLOSTERS,1849
Suisse,Conters im Prättigau,Conters im Prattigau,CONTERS IM PRÄTTIGAU,1849
Suisse,Küblis,Kublis,KÜBLIS,1849
Suisse,Luzein,Luzein,LUZEIN,1849
Suisse,Chur,Chur,CHUR,1848
Suisse,Churwalden,Churwalden,CHURWALDEN,1848
Suisse,Arosa,Arosa,AROSA,1848
Suisse,Trimmis,Trimmis,TRIMMIS,1845
Suisse,Untervaz,Untervaz,UNTERVAZ,1845
Suisse,Zizers,Zizers,ZIZERS,1845
Suisse,Fläsch,Flasch,FLÄSCH,1845
Suisse,Jenins,Jenins,JENINS,1845
Suisse,Maienfeld,Maienfeld,MAIENFELD,1845
Suisse,Malans,Malans,MALANS,1845
Suisse,Landquart,Landquart,LANDQUART,1845
Suisse,Grüsch,Grusch,GRÜSCH,1849
Suisse,Schiers,Schiers,SCHIERS,1849
Suisse,Seewis im Prättigau,Seewis im Prattigau,SEEWIS IM PRÄTTIGAU,1849
Suisse,Breil/Brigels,Breil/Brigels,BREIL/BRIGELS,1850
Suisse,Disentis/Mustér,Disentis/Muster,DISENTIS/MUSTÉR,1850
Suisse,Medel (Lucmagn),Medel (Lucmagn),MEDEL (LUCMAGN),1850
Suisse,Sumvitg,Sumvitg,SUMVITG,1850
Suisse,Tujetsch,Tujetsch,TUJETSCH,1850
Suisse,Trun,Trun,TRUN,1850
Suisse,Obersaxen Mundaun,Obersaxen Mundaun,OBERSAXEN MUNDAUN,1850
Suisse,Aarau,Aarau,AARAU,1901
Suisse,Biberstein,Biberstein,BIBERSTEIN,1901
Suisse,Buchs (AG),Buchs (AG),BUCHS (AG),1901
Suisse,Densbüren,Densburen,DENSBÜREN,1901
Suisse,Erlinsbach (AG),Erlinsbach (AG),ERLINSBACH (AG),1901
Suisse,Gränichen,Granichen,GRÄNICHEN,1901
Suisse,Hirschthal,Hirschthal,HIRSCHTHAL,1901
Suisse,Küttigen,Kuttigen,KÜTTIGEN,1901
Suisse,Muhen,Muhen,MUHEN,1901
Suisse,Oberentfelden,Oberentfelden,OBERENTFELDEN,1901
Suisse,Suhr,Suhr,SUHR,1901
Suisse,Unterentfelden,Unterentfelden,UNTERENTFELDEN,1901
Suisse,Baden,Baden,BADEN,1902
Suisse,Bellikon,Bellikon,BELLIKON,1902
Suisse,Bergdietikon,Bergdietikon,BERGDIETIKON,1902
Suisse,Birmenstorf (AG),Birmenstorf (AG),BIRMENSTORF (AG),1902
Suisse,Ennetbaden,Ennetbaden,ENNETBADEN,1902
Suisse,Fislisbach,Fislisbach,FISLISBACH,1902
Suisse,Freienwil,Freienwil,FREIENWIL,1902
Suisse,Gebenstorf,Gebenstorf,GEBENSTORF,1902
Suisse,Killwangen,Killwangen,KILLWANGEN,1902
Suisse,Künten,Kunten,KÜNTEN,1902
Suisse,Mägenwil,Magenwil,MÄGENWIL,1902
Suisse,Mellingen,Mellingen,MELLINGEN,1902
Suisse,Neuenhof,Neuenhof,NEUENHOF,1902
Suisse,Niederrohrdorf,Niederrohrdorf,NIEDERROHRDORF,1902
Suisse,Oberrohrdorf,Oberrohrdorf,OBERROHRDORF,1902
Suisse,Obersiggenthal,Obersiggenthal,OBERSIGGENTHAL,1902
Suisse,Remetschwil,Remetschwil,REMETSCHWIL,1902
Suisse,Spreitenbach,Spreitenbach,SPREITENBACH,1902
Suisse,Stetten (AG),Stetten (AG),STETTEN (AG),1902
Suisse,Untersiggenthal,Untersiggenthal,UNTERSIGGENTHAL,1902
Suisse,Wettingen,Wettingen,WETTINGEN,1902
Suisse,Wohlenschwil,Wohlenschwil,WOHLENSCHWIL,1902
Suisse,Würenlingen,Wurenlingen,WÜRENLINGEN,1902
Suisse,Würenlos,Wurenlos,WÜRENLOS,1902
Suisse,Ehrendingen,Ehrendingen,EHRENDINGEN,1902
Suisse,Arni (AG),Arni (AG),ARNI (AG),1903
Suisse,Berikon,Berikon,BERIKON,1903
Suisse,Bremgarten (AG),Bremgarten (AG),BREMGARTEN (AG),1903
Suisse,Büttikon,Buttikon,BÜTTIKON,1903
Suisse,Dottikon,Dottikon,DOTTIKON,1903
Suisse,Eggenwil,Eggenwil,EGGENWIL,1903
Suisse,Fischbach-Göslikon,Fischbach-Goslikon,FISCHBACH-GÖSLIKON,1903
Suisse,Hägglingen,Hagglingen,HÄGGLINGEN,1903
Suisse,Jonen,Jonen,JONEN,1903
Suisse,Niederwil (AG),Niederwil (AG),NIEDERWIL (AG),1903
Suisse,Oberlunkhofen,Oberlunkhofen,OBERLUNKHOFEN,1903
Suisse,Oberwil-Lieli,Oberwil-Lieli,OBERWIL-LIELI,1903
Suisse,Rudolfstetten-Friedlisberg,Rudolfstetten-Friedlisberg,RUDOLFSTETTEN-FRIEDLISBERG,1903
Suisse,Sarmenstorf,Sarmenstorf,SARMENSTORF,1903
Suisse,Tägerig,Tagerig,TÄGERIG,1903
Suisse,Uezwil,Uezwil,UEZWIL,1903
Suisse,Unterlunkhofen,Unterlunkhofen,UNTERLUNKHOFEN,1903
Suisse,Villmergen,Villmergen,VILLMERGEN,1903
Suisse,Widen,Widen,WIDEN,1903
Suisse,Wohlen (AG),Wohlen (AG),WOHLEN (AG),1903
Suisse,Zufikon,Zufikon,ZUFIKON,1903
Suisse,Islisberg,Islisberg,ISLISBERG,1903
Suisse,Auenstein,Auenstein,AUENSTEIN,1904
Suisse,Birr,Birr,BIRR,1904
Suisse,Birrhard,Birrhard,BIRRHARD,1904
Suisse,Brugg,Brugg,BRUGG,1904
Suisse,Habsburg,Habsburg,HABSBURG,1904
Suisse,Hausen (AG),Hausen (AG),HAUSEN (AG),1904
Suisse,Lupfig,Lupfig,LUPFIG,1904
Suisse,Mandach,Mandach,MANDACH,1904
Suisse,Mönthal,Monthal,MÖNTHAL,1904
Suisse,Mülligen,Mulligen,MÜLLIGEN,1904
Suisse,Remigen,Remigen,REMIGEN,1904
Suisse,Riniken,Riniken,RINIKEN,1904
Suisse,Rüfenach,Rufenach,RÜFENACH,1904
Suisse,Thalheim (AG),Thalheim (AG),THALHEIM (AG),1904
Suisse,Veltheim (AG),Veltheim (AG),VELTHEIM (AG),1904
Suisse,Villigen,Villigen,VILLIGEN,1904
Suisse,Villnachern,Villnachern,VILLNACHERN,1904
Suisse,Windisch,Windisch,WINDISCH,1904
Suisse,Bözberg,Bozberg,BÖZBERG,1904
Suisse,Schinznach,Schinznach,SCHINZNACH,1904
Suisse,Beinwil am See,Beinwil am See,BEINWIL AM SEE,1905
Suisse,Birrwil,Birrwil,BIRRWIL,1905
Suisse,Dürrenäsch,Durrenasch,DÜRRENÄSCH,1905
Suisse,Gontenschwil,Gontenschwil,GONTENSCHWIL,1905
Suisse,Holziken,Holziken,HOLZIKEN,1905
Suisse,Leimbach (AG),Leimbach (AG),LEIMBACH (AG),1905
Suisse,Leutwil,Leutwil,LEUTWIL,1905
Suisse,Menziken,Menziken,MENZIKEN,1905
Suisse,Oberkulm,Oberkulm,OBERKULM,1905
Suisse,Reinach (AG),Reinach (AG),REINACH (AG),1905
Suisse,Schlossrued,Schlossrued,SCHLOSSRUED,1905
Suisse,Schmiedrued,Schmiedrued,SCHMIEDRUED,1905
Suisse,Schöftland,Schoftland,SCHÖFTLAND,1905
Suisse,Teufenthal (AG),Teufenthal (AG),TEUFENTHAL (AG),1905
Suisse,Unterkulm,Unterkulm,UNTERKULM,1905
Suisse,Zetzwil,Zetzwil,ZETZWIL,1905
Suisse,Eiken,Eiken,EIKEN,1906
Suisse,Frick,Frick,FRICK,1906
Suisse,Gansingen,Gansingen,GANSINGEN,1906
Suisse,Gipf-Oberfrick,Gipf-Oberfrick,GIPF-OBERFRICK,1906
Suisse,Kaisten,Kaisten,KAISTEN,1906
Suisse,Laufenburg,Laufenburg,LAUFENBURG,1906
Suisse,Münchwilen (AG),Munchwilen (AG),MÜNCHWILEN (AG),1906
Suisse,Oberhof,Oberhof,OBERHOF,1906
Suisse,Oeschgen,Oeschgen,OESCHGEN,1906
Suisse,Schwaderloch,Schwaderloch,SCHWADERLOCH,1906
Suisse,Sisseln,Sisseln,SISSELN,1906
Suisse,Wittnau,Wittnau,WITTNAU,1906
Suisse,Wölflinswil,Wolflinswil,WÖLFLINSWIL,1906
Suisse,Zeihen,Zeihen,ZEIHEN,1906
Suisse,Mettauertal,Mettauertal,METTAUERTAL,1906
Suisse,Böztal,Boztal,BÖZTAL,1906
Suisse,Herznach-Ueken,Herznach-Ueken,HERZNACH-UEKEN,1906
Suisse,Ammerswil,Ammerswil,AMMERSWIL,1907
Suisse,Boniswil,Boniswil,BONISWIL,1907
Suisse,Brunegg,Brunegg,BRUNEGG,1907
Suisse,Dintikon,Dintikon,DINTIKON,1907
Suisse,Egliswil,Egliswil,EGLISWIL,1907
Suisse,Fahrwangen,Fahrwangen,FAHRWANGEN,1907
Suisse,Hallwil,Hallwil,HALLWIL,1907
Suisse,Hendschiken,Hendschiken,HENDSCHIKEN,1907
Suisse,Holderbank (AG),Holderbank (AG),HOLDERBANK (AG),1907
Suisse,Hunzenschwil,Hunzenschwil,HUNZENSCHWIL,1907
Suisse,Lenzburg,Lenzburg,LENZBURG,1907
Suisse,Meisterschwanden,Meisterschwanden,MEISTERSCHWANDEN,1907
Suisse,Möriken-Wildegg,Moriken-Wildegg,MÖRIKEN-WILDEGG,1907
Suisse,Niederlenz,Niederlenz,NIEDERLENZ,1907
Suisse,Othmarsingen,Othmarsingen,OTHMARSINGEN,1907
Suisse,Rupperswil,Rupperswil,RUPPERSWIL,1907
Suisse,Schafisheim,Schafisheim,SCHAFISHEIM,1907
Suisse,Seengen,Seengen,SEENGEN,1907
Suisse,Seon,Seon,SEON,1907
Suisse,Staufen,Staufen,STAUFEN,1907
Suisse,Abtwil,Abtwil,ABTWIL,1908
Suisse,Aristau,Aristau,ARISTAU,1908
Suisse,Auw,Auw,AUW,1908
Suisse,Beinwil (Freiamt),Beinwil (Freiamt),BEINWIL (FREIAMT),1908
Suisse,Besenbüren,Besenburen,BESENBÜREN,1908
Suisse,Bettwil,Bettwil,BETTWIL,1908
Suisse,Boswil,Boswil,BOSWIL,1908
Suisse,Bünzen,Bunzen,BÜNZEN,1908
Suisse,Buttwil,Buttwil,BUTTWIL,1908
Suisse,Dietwil,Dietwil,DIETWIL,1908
Suisse,Geltwil,Geltwil,GELTWIL,1908
Suisse,Kallern,Kallern,KALLERN,1908
Suisse,Merenschwand,Merenschwand,MERENSCHWAND,1908
Suisse,Mühlau,Muhlau,MÜHLAU,1908
Suisse,Muri (AG),Muri (AG),MURI (AG),1908
Suisse,Oberrüti,Oberruti,OBERRÜTI,1908
Suisse,Rottenschwil,Rottenschwil,ROTTENSCHWIL,1908
Suisse,Sins,Sins,SINS,1908
Suisse,Waltenschwil,Waltenschwil,WALTENSCHWIL,1908
Suisse,Hellikon,Hellikon,HELLIKON,1909
Suisse,Kaiseraugst,Kaiseraugst,KAISERAUGST,1909
Suisse,Magden,Magden,MAGDEN,1909
Suisse,Möhlin,Mohlin,MÖHLIN,1909
Suisse,Mumpf,Mumpf,MUMPF,1909
Suisse,Obermumpf,Obermumpf,OBERMUMPF,1909
Suisse,Olsberg,Olsberg,OLSBERG,1909
Suisse,Rheinfelden,Rheinfelden,RHEINFELDEN,1909
Suisse,Schupfart,Schupfart,SCHUPFART,1909
Suisse,Stein (AG),Stein (AG),STEIN (AG),1909
Suisse,Wallbach,Wallbach,WALLBACH,1909
Suisse,Wegenstetten,Wegenstetten,WEGENSTETTEN,1909
Suisse,Zeiningen,Zeiningen,ZEININGEN,1909
Suisse,Zuzgen,Zuzgen,ZUZGEN,1909
Suisse,Aarburg,Aarburg,AARBURG,1910
Suisse,Bottenwil,Bottenwil,BOTTENWIL,1910
Suisse,Brittnau,Brittnau,BRITTNAU,1910
Suisse,Kirchleerau,Kirchleerau,KIRCHLEERAU,1910
Suisse,Kölliken,Kolliken,KÖLLIKEN,1910
Suisse,Moosleerau,Moosleerau,MOOSLEERAU,1910
Suisse,Murgenthal,Murgenthal,MURGENTHAL,1910
Suisse,Oftringen,Oftringen,OFTRINGEN,1910
Suisse,Reitnau,Reitnau,REITNAU,1910
Suisse,Rothrist,Rothrist,ROTHRIST,1910
Suisse,Safenwil,Safenwil,SAFENWIL,1910
Suisse,Staffelbach,Staffelbach,STAFFELBACH,1910
Suisse,Strengelbach,Strengelbach,STRENGELBACH,1910
Suisse,Uerkheim,Uerkheim,UERKHEIM,1910
Suisse,Vordemwald,Vordemwald,VORDEMWALD,1910
Suisse,Wiliberg,Wiliberg,WILIBERG,1910
Suisse,Zofingen,Zofingen,ZOFINGEN,1910
Suisse,Böttstein,Bottstein,BÖTTSTEIN,1911
Suisse,Döttingen,Dottingen,DÖTTINGEN,1911
Suisse,Endingen,Endingen,ENDINGEN,1911
Suisse,Fisibach,Fisibach,FISIBACH,1911
Suisse,Full-Reuenthal,Full-Reuenthal,FULL-REUENTHAL,1911
Suisse,Klingnau,Klingnau,KLINGNAU,1911
Suisse,Koblenz,Koblenz,KOBLENZ,1911
Suisse,Leibstadt,Leibstadt,LEIBSTADT,1911
Suisse,Lengnau (AG),Lengnau (AG),LENGNAU (AG),1911
Suisse,Leuggern,Leuggern,LEUGGERN,1911
Suisse,Mellikon,Mellikon,MELLIKON,1911
Suisse,Schneisingen,Schneisingen,SCHNEISINGEN,1911
Suisse,Siglistorf,Siglistorf,SIGLISTORF,1911
Suisse,Tegerfelden,Tegerfelden,TEGERFELDEN,1911
Suisse,Zurzach,Zurzach,ZURZACH,1911
Suisse,Arbon,Arbon,ARBON,2011
Suisse,Dozwil,Dozwil,DOZWIL,2011
Suisse,Egnach,Egnach,EGNACH,2011
Suisse,Hefenhofen,Hefenhofen,HEFENHOFEN,2011
Suisse,Horn,Horn,HORN,2011
Suisse,Kesswil,Kesswil,KESSWIL,2011
Suisse,Roggwil (TG),Roggwil (TG),ROGGWIL (TG),2011
Suisse,Romanshorn,Romanshorn,ROMANSHORN,2011
Suisse,Salmsach,Salmsach,SALMSACH,2011
Suisse,Sommeri,Sommeri,SOMMERI,2011
Suisse,Uttwil,Uttwil,UTTWIL,2011
Suisse,Amriswil,Amriswil,AMRISWIL,2011
Suisse,Bischofszell,Bischofszell,BISCHOFSZELL,2015
Suisse,Erlen,Erlen,ERLEN,2015
Suisse,Hauptwil-Gottshaus,Hauptwil-Gottshaus,HAUPTWIL-GOTTSHAUS,2015
Suisse,Hohentannen,Hohentannen,HOHENTANNEN,2015
Suisse,Kradolf-Schönenberg,Kradolf-Schonenberg,KRADOLF-SCHÖNENBERG,2015
Suisse,Sulgen,Sulgen,SULGEN,2015
Suisse,Zihlschlacht-Sitterdorf,Zihlschlacht-Sitterdorf,ZIHLSCHLACHT-SITTERDORF,2015
Suisse,Basadingen-Schlattingen,Basadingen-Schlattingen,BASADINGEN-SCHLATTINGEN,2012
Suisse,Diessenhofen,Diessenhofen,DIESSENHOFEN,2012
Suisse,Schlatt (TG),Schlatt (TG),SCHLATT (TG),2012
Suisse,Aadorf,Aadorf,AADORF,2014
Suisse,Felben-Wellhausen,Felben-Wellhausen,FELBEN-WELLHAUSEN,2012
Suisse,Frauenfeld,Frauenfeld,FRAUENFELD,2012
Suisse,Gachnang,Gachnang,GACHNANG,2012
Suisse,Hüttlingen,Huttlingen,HÜTTLINGEN,2012
Suisse,Matzingen,Matzingen,MATZINGEN,2012
Suisse,Neunforn,Neunforn,NEUNFORN,2012
Suisse,Stettfurt,Stettfurt,STETTFURT,2012
Suisse,Thundorf,Thundorf,THUNDORF,2012
Suisse,Uesslingen-Buch,Uesslingen-Buch,UESSLINGEN-BUCH,2012
Suisse,Warth-Weiningen,Warth-Weiningen,WARTH-WEININGEN,2012
Suisse,Altnau,Altnau,ALTNAU,2013
Suisse,Bottighofen,Bottighofen,BOTTIGHOFEN,2013
Suisse,Ermatingen,Ermatingen,ERMATINGEN,2013
Suisse,Gottlieben,Gottlieben,GOTTLIEBEN,2013
Suisse,Güttingen,Guttingen,GÜTTINGEN,2013
Suisse,Kemmental,Kemmental,KEMMENTAL,2013
Suisse,Kreuzlingen,Kreuzlingen,KREUZLINGEN,2013
Suisse,Langrickenbach,Langrickenbach,LANGRICKENBACH,2013
Suisse,Lengwil,Lengwil,LENGWIL,2013
Suisse,Münsterlingen,Munsterlingen,MÜNSTERLINGEN,2013
Suisse,Tägerwilen,Tagerwilen,TÄGERWILEN,2013
Suisse,Wäldi,Waldi,WÄLDI,2013
Suisse,Affeltrangen,Affeltrangen,AFFELTRANGEN,2015
Suisse,Bettwiesen,Bettwiesen,BETTWIESEN,2014
Suisse,Bichelsee-Balterswil,Bichelsee-Balterswil,BICHELSEE-BALTERSWIL,2014
Suisse,Braunau,Braunau,BRAUNAU,2014
Suisse,Eschlikon,Eschlikon,ESCHLIKON,2014
Suisse,Fischingen,Fischingen,FISCHINGEN,2014
Suisse,Lommis,Lommis,LOMMIS,2014
Suisse,Münchwilen (TG),Munchwilen (TG),MÜNCHWILEN (TG),2014
Suisse,Rickenbach (TG),Rickenbach (TG),RICKENBACH (TG),2014
Suisse,Schönholzerswilen,Schonholzerswilen,SCHÖNHOLZERSWILEN,2015
Suisse,Sirnach,Sirnach,SIRNACH,2014
Suisse,Tobel-Tägerschen,Tobel-Tagerschen,TOBEL-TÄGERSCHEN,2014
Suisse,Wängi,Wangi,WÄNGI,2014
Suisse,Wilen (TG),Wilen (TG),WILEN (TG),2014
Suisse,Wuppenau,Wuppenau,WUPPENAU,2015
Suisse,Berlingen,Berlingen,BERLINGEN,2012
Suisse,Eschenz,Eschenz,ESCHENZ,2012
Suisse,Herdern,Herdern,HERDERN,2012
Suisse,Homburg,Homburg,HOMBURG,2012
Suisse,Hüttwilen,Huttwilen,HÜTTWILEN,2012
Suisse,Mammern,Mammern,MAMMERN,2012
Suisse,Müllheim,Mullheim,MÜLLHEIM,2012
Suisse,Pfyn,Pfyn,PFYN,2012
Suisse,Raperswilen,Raperswilen,RAPERSWILEN,2013
Suisse,Salenstein,Salenstein,SALENSTEIN,2013
Suisse,Steckborn,Steckborn,STECKBORN,2012
Suisse,Wagenhausen,Wagenhausen,WAGENHAUSEN,2012
Suisse,Amlikon-Bissegg,Amlikon-Bissegg,AMLIKON-BISSEGG,2015
Suisse,Berg (TG),Berg (TG),BERG (TG),2015
Suisse,Birwinken,Birwinken,BIRWINKEN,2015
Suisse,Bürglen (TG),Burglen (TG),BÜRGLEN (TG),2015
Suisse,Bussnang,Bussnang,BUSSNANG,2015
Suisse,Märstetten,Marstetten,MÄRSTETTEN,2015
Suisse,Weinfelden,Weinfelden,WEINFELDEN,2015
Suisse,Wigoltingen,Wigoltingen,WIGOLTINGEN,2015
Suisse,Arbedo-Castione,Arbedo-Castione,ARBEDO-CASTIONE,2101
Suisse,Bellinzona,Bellinzona,BELLINZONA,2101
Suisse,Cadenazzo,Cadenazzo,CADENAZZO,2101
Suisse,Isone,Isone,ISONE,2101
Suisse,Lumino,Lumino,LUMINO,2101
Suisse,Sant'Antonino,Sant'Antonino,SANT'ANTONINO,2101
Suisse,Acquarossa,Acquarossa,ACQUAROSSA,2102
Suisse,Blenio,Blenio,BLENIO,2102
Suisse,Serravalle,Serravalle,SERRAVALLE,2102
Suisse,Airolo,Airolo,AIROLO,2103
Suisse,Bedretto,Bedretto,BEDRETTO,2103
Suisse,Bodio,Bodio,BODIO,2103
Suisse,Dalpe,Dalpe,DALPE,2103
Suisse,Faido,Faido,FAIDO,2103
Suisse,Giornico,Giornico,GIORNICO,2103
Suisse,Personico,Personico,PERSONICO,2103
Suisse,Pollegio,Pollegio,POLLEGIO,2103
Suisse,Prato (Leventina),Prato (Leventina),PRATO (LEVENTINA),2103
Suisse,Quinto,Quinto,QUINTO,2103
Suisse,Ascona,Ascona,ASCONA,2104
Suisse,Brione sopra Minusio,Brione sopra Minusio,BRIONE SOPRA MINUSIO,2104
Suisse,Brissago,Brissago,BRISSAGO,2104
Suisse,Gordola,Gordola,GORDOLA,2104
Suisse,Lavertezzo,Lavertezzo,LAVERTEZZO,2104
Suisse,Locarno,Locarno,LOCARNO,2104
Suisse,Losone,Losone,LOSONE,2104
Suisse,Mergoscia,Mergoscia,MERGOSCIA,2104
Suisse,Minusio,Minusio,MINUSIO,2104
Suisse,Muralto,Muralto,MURALTO,2104
Suisse,Orselina,Orselina,ORSELINA,2104
Suisse,Ronco sopra Ascona,Ronco sopra Ascona,RONCO SOPRA ASCONA,2104
Suisse,Tenero-Contra,Tenero-Contra,TENERO-CONTRA,2104
Suisse,Onsernone,Onsernone,ONSERNONE,2104
Suisse,Cugnasco-Gerra,Cugnasco-Gerra,CUGNASCO-GERRA,2104
Suisse,Agno,Agno,AGNO,2105
Suisse,Aranno,Aranno,ARANNO,2105
Suisse,Arogno,Arogno,AROGNO,2105
Suisse,Astano,Astano,ASTANO,2105
Suisse,Bedano,Bedano,BEDANO,2105
Suisse,Bedigliora,Bedigliora,BEDIGLIORA,2105
Suisse,Bioggio,Bioggio,BIOGGIO,2105
Suisse,Bissone,Bissone,BISSONE,2105
Suisse,Brusino Arsizio,Brusino Arsizio,BRUSINO ARSIZIO,2105
Suisse,Cademario,Cademario,CADEMARIO,2105
Suisse,Cadempino,Cadempino,CADEMPINO,2105
Suisse,Canobbio,Canobbio,CANOBBIO,2105
Suisse,Caslano,Caslano,CASLANO,2105
Suisse,Comano,Comano,COMANO,2105
Suisse,Cureglia,Cureglia,CUREGLIA,2105
Suisse,Curio,Curio,CURIO,2105
Suisse,Grancia,Grancia,GRANCIA,2105
Suisse,Gravesano,Gravesano,GRAVESANO,2105
Suisse,Lamone,Lamone,LAMONE,2105
Suisse,Lugano,Lugano,LUGANO,2105
Suisse,Magliaso,Magliaso,MAGLIASO,2105
Suisse,Manno,Manno,MANNO,2105
Suisse,Massagno,Massagno,MASSAGNO,2105
Suisse,Melide,Melide,MELIDE,2105
Suisse,Mezzovico-Vira,Mezzovico-Vira,MEZZOVICO-VIRA,2105
Suisse,Miglieglia,Miglieglia,MIGLIEGLIA,2105
Suisse,Morcote,Morcote,MORCOTE,2105
Suisse,Muzzano,Muzzano,MUZZANO,2105
Suisse,Neggio,Neggio,NEGGIO,2105
Suisse,Novaggio,Novaggio,NOVAGGIO,2105
Suisse,Origlio,Origlio,ORIGLIO,2105
Suisse,Paradiso,Paradiso,PARADISO,2105
Suisse,Ponte Capriasca,Ponte Capriasca,PONTE CAPRIASCA,2105
Suisse,Porza,Porza,PORZA,2105
Suisse,Pura,Pura,PURA,2105
Suisse,Savosa,Savosa,SAVOSA,2105
Suisse,Sorengo,Sorengo,SORENGO,2105
Suisse,Capriasca,Capriasca,CAPRIASCA,2105
Suisse,Torricella-Taverne,Torricella-Taverne,TORRICELLA-TAVERNE,2105
Suisse,Vernate,Vernate,VERNATE,2105
Suisse,Vezia,Vezia,VEZIA,2105
Suisse,Vico Morcote,Vico Morcote,VICO MORCOTE,2105
Suisse,Collina d'Oro,Collina d'Oro,COLLINA D'ORO,2105
